"","BROKEN","CAMPASPE","DUMARESQ","EDWARD-WAKOOL","GINGHAM","GOULBURN","GUNBOWER","GWYDIR","L_MURRAY","LODDON_PYRAMID","LOWER_DARLING","MACINTYRE","MACQUARIE","MULLAROO_LINDSAY","MURRAY-Barmah","MURRAY-dsYarrawonga","MURRAY-mid","MURRUMBIDGEE","SEVERN","UPPER_DARLING","WIMMERA"
"X47444.37..",0.4547,0.38,0.3382,0.4464,0.4048,0.49,0.4743,0.45,0.4346,0.3953,0.447,0.4474,0.4844,0.4176,0.6,0.4783,0.4347,0.3926,0.5,0.4379,0.3696
"X48206.15..",0.1245,0.0907,0.0556,0.0909,0.0435,0.037,0,0,0,0.037,0.0333,0.0625,0.1404,0,0.2,0.037,0.0441,0.0832,0,0,0.0526
"X49166.16..",0.1517,0.2162,0.2719,0.0909,0.3017,0.1264,0,0.3052,0.2237,0.2023,0.2103,0.2237,0.1622,0.3462,0,0.0726,0.0575,0.1437,0.0909,0.1305,0.3458
"X49433.34..",0.325,0.2365,0.0526,0.2455,0.1833,0.2816,0.0974,0.1688,0.05,0.0726,0.0655,0.0974,0.2923,0.1374,0,0.037,0.1374,0.1437,0,0.0333,0.085
"X49562.7..",0,0.0856,0.1023,0,0.2143,0,0,0.0887,0.05,0,0.0966,0.05,0,0.0714,0.1667,0.0385,0.0575,0.101,0,0.0333,0.0526
"X49619.21..",0.2727,0.2812,0.2368,0.1111,0.3458,0.2564,0.3875,0.2403,0.3921,0.2424,0.3253,0.3289,0.2756,0.2179,0.25,0.2733,0.2668,0.3175,0.1818,0.266,0.1078
"X50008.54..",0.4286,0.4261,0.4211,0.5,0.4909,0.4459,0.4125,0.4978,0.4316,0.4526,0.447,0.4789,0.4872,0.5,0,0.3972,0.4569,0.4812,0.5222,0.4947,0.4444
"X50261.60..",0.4964,0.4992,0.4649,0.4455,0.504,0.5034,0.4474,0.4437,0.5132,0.4231,0.4874,0.5,0.425,0.4286,0.5667,0.51,0.4906,0.4791,0.3727,0.4717,0.5079
"X51329.20..",0,0.1881,0,0.1,0.085,0.1032,0.193,0.0476,0.1654,0.18,0.2593,0,0.1749,0.1374,0,0.0385,0.0879,0.1472,0.0909,0.101,0.0588
"X51416.59..",0.4328,0.2372,0.4737,0.4167,0.4964,0.4621,0.462,0.4437,0.3289,0.4274,0.2828,0.5026,0.4167,0.4423,0.4667,0.3718,0.3957,0.4211,0.4545,0.3128,0.3947
"X51933.19..",0.04,0.027,0,0.0909,0,0.0333,0,0.1299,0.0974,0.0726,0.0333,0.1421,0.0962,0,0.1667,0.037,0.0713,0.0506,0.1727,0.0333,0.1245
"X52087.29..",0.5067,0.5008,0.5117,0.4818,0.4842,0.4874,0.4947,0.4978,0.5026,0.4644,0.4943,0.5053,0.4942,0.511,0.5667,0.4929,0.4974,0.4986,0.4909,0.4885,0.502
"X52218.25..",0,0,0,0,0,0,0.0974,0.0455,0.0974,0,0.0977,0,0,0,0,0,0.0147,0,0,0.0655,0
"X52311.43..",0.0783,0.0278,0,0,0,0.0667,0.05,0,0,0,0.0333,0,0.025,0,0,0,0.0292,0.0506,0,0,0
"X52335.23..",0.115,0.1044,0.0526,0.0909,0.08,0.0333,0.0974,0,0,0.0726,0.0333,0,0.141,0.1374,0,0,0.0575,0.0749,0,0,0.085
"X52370.31..",0.0455,0,0.193,0,0,0.0417,0.0588,0.0455,0,0,0,0,0.0962,0,0,0,0.0156,0.0263,0,0,0
"X52432.15..",0.4783,0.5026,0.4386,0.5278,0.3913,0.3478,0.5095,0.469,0.4474,0.4938,0.4253,0.4575,0.4673,0.4286,0.5667,0.4658,0.4706,0.4723,0.4909,0.4217,0.4561
"X52759.49..",0.487,0.4655,0.5,0.5182,0.4697,0.4506,0.5131,0.4976,0.424,0.4783,0.4517,0.4905,0.4701,0.4103,0.5333,0.4858,0.4543,0.4746,0.4444,0.4524,0.3952
"X52938.48..",0.2733,0.2,0.307,0.3091,0.2312,0.1264,0.1842,0.0887,0.3579,0.1396,0.1839,0.1842,0.1186,0.1978,0.2,0.3319,0.1859,0.1245,0.0909,0.1264,0.171
"X53412.20..",0.04,0.1509,0.1491,0.1727,0.115,0,0.05,0.1688,0.05,0.1068,0.1828,0.2263,0.1404,0.1978,0.1667,0.037,0.1622,0.0506,0.3636,0.0966,0
"X53539.22..",0.2733,0.3731,0.3421,0.5,0.4289,0.2345,0.3553,0.1299,0.2947,0.2564,0.3966,0.3579,0.3391,0.5165,0.4,0.2293,0.293,0.2976,0.3636,0.3793,0.1996
"X53793.43..",0,0.0548,0,0,0,0,0,0.0455,0.05,0.037,0.0333,0,0.025,0.2527,0,0,0.0435,0.0263,0,0.1264,0
"X54670.59..",0.3478,0.1976,0.2451,0.5833,0.2467,0.2668,0.4167,0.3333,0.4006,0.2228,0.2345,0.193,0.2577,0.3718,0,0.4221,0.3264,0.2312,0.4091,0.2222,0.2876
"X54728.20..",0.2536,0.0832,0.1023,0,0.1245,0.1976,0.1286,0.0455,0.0974,0.1558,0.1552,0.0974,0.0494,0.0714,0.1667,0.3116,0.1688,0.1245,0.0909,0.1305,0.0974
"X54870.32..",0.3267,0.2162,0.4211,0.3091,0.337,0.436,0.3895,0.2403,0.2605,0.2835,0.3057,0.2632,0.2763,0.456,0.5333,0.2578,0.3123,0.3138,0.3182,0.3655,0.2925
"X55135.35..",0.04,0.027,0.0526,0.1727,0.0783,0.0966,0.2263,0,0,0.037,0.0333,0.0974,0.1192,0.0714,0,0.0726,0.0435,0.0985,0,0.1264,0
"X55487.31..",0.04,0.0533,0,0.0909,0.04,0,0.05,0.0455,0.0974,0,0.0966,0.05,0.0494,0,0,0.037,0.0435,0.0256,0,0.0333,0.0435
"X55536.18..",0.5091,0.3716,0.5088,0.4091,0.5091,0.4644,0.4053,0.4719,0.4079,0.4758,0.4632,0.5053,0.4045,0.4231,0.5,0.5043,0.4609,0.4893,0.4727,0.4943,0.5138
"X55648.17..",0,0.0563,0.0526,0,0,0.0385,0.0526,0,0,0.0385,0.0655,0.0974,0.025,0.0833,0,0,0.0862,0.1472,0,0.0726,0.05
"X56337.36..",0,0.1509,0,0,0.15,0.0677,0.05,0.0455,0,0.0726,0,0,0.0731,0,0.2,0,0.0575,0.0533,0,0.0655,0
"X56767.22..",0,0.1036,0.1023,0,0.1833,0.0655,0.05,0.0455,0.0974,0.037,0.0655,0.0974,0.0731,0.0714,0,0.0726,0.0435,0.1215,0,0.0333,0
"X56941.41..",0.0783,0,0.2339,0,0.04,0,0,0,0,0.0726,0,0,0.0494,0.0714,0,0,0.0292,0,0,0,0
"X57019.32..",0,0.027,0,0,0,0,0.0974,0,0.05,0.037,0,0,0.0962,0.0714,0,0.037,0,0.0256,0.0909,0.0333,0
"X57111.47..",0.3605,0.4099,0.4211,0.4091,0.3696,0.2816,0.3553,0.4026,0.4789,0.4373,0.335,0.4105,0.4045,0.2527,0.25,0.2293,0.4179,0.3718,0.3091,0.3966,0.3052
"X57270.6..",0.2536,0.2755,0.193,0.4,0.4417,0.2293,0.4125,0.4381,0.2605,0.3498,0.4126,0.3684,0.4436,0.3205,0.45,0.3717,0.3247,0.3933,0.3636,0.2414,0.2719
"X57337.50..",0.3972,0.3794,0.2719,0.4286,0.4567,0.3611,0.4708,0.4048,0.4342,0.4048,0.4264,0.2719,0.463,0.2273,0.5,0.3859,0.3574,0.4143,0.4455,0.3793,0.4265
"X57442.14..",0.4083,0.3571,0.307,0.1818,0.3696,0.4,0.2237,0.381,0.2263,0.3732,0.2586,0.3263,0.4026,0.2527,0.4,0.2835,0.3207,0.2866,0.1727,0.3448,0.2925
"X57774.44..",0.1558,0.1276,0.1023,0,0.15,0.1563,0.0974,0.1299,0,0.1396,0,0.0974,0.0962,0.0714,0.2,0.0726,0.1245,0.0749,0.0909,0.0655,0.2312
"X57808.40..",0,0,0,0,0,0.0455,0.0833,0,0.05,0.05,0,0,0.0731,0,0,0.0455,0.0152,0.0788,0,0,0
"X58212.16..",0.5083,0.505,0.5,0.4182,0.4805,0.4885,0.4658,0.4848,0.4789,0.4387,0.4805,0.2974,0.5026,0.456,0.5,0.463,0.441,0.49,0.5182,0.4724,0.504
"X58262.61..",0,0,0.2719,0,0.0435,0,0,0,0.05,0,0.0333,0,0.025,0,0,0,0,0,0,0.0333,0
"X58470.69..",0.2078,0.3681,0.0526,0.1111,0.3498,0.0701,0.0667,0.3167,0.2263,0.192,0.4287,0.0556,0.3371,0.4167,0.5,0.2023,0.236,0.217,0.3091,0.404,0.3235
"X58537.40..",0.2733,0.2372,0.193,0.1727,0.3116,0.3264,0.2605,0.2727,0.3579,0.2293,0.0655,0.2368,0.3583,0.2582,0,0.3063,0.2456,0.1693,0.4182,0.2839,0.2312
"X58572.40..",0.325,0.1509,0.0526,0.0909,0.2733,0.2839,0.2237,0.2403,0.2605,0.2564,0.1552,0.0974,0.2942,0.0714,0.4,0.3305,0.2632,0.2881,0.0909,0.2816,0.2056
"X58740.25..",0.1245,0.0655,0.1023,0,0.0783,0.115,0.0588,0,0.05,0,0,0.05,0.0731,0,NA,0.0754,0.0601,0.1734,0.0909,0.0677,0
"X59238.39..",0.2467,0.4134,0.3099,0.3091,0.325,0.3448,0.2237,0.4416,0.3842,0.2923,0.346,0.4079,0.2065,0.3516,0.4667,0.2849,0.4056,0.1653,0.4182,0.3719,0.4526
"X59259.62..",0.245,0.027,0.0526,0.1727,0.215,0.0966,0.05,0,0.0974,0.2293,0.0655,0.05,0.0494,0,0.1667,0.2578,0.1117,0.166,0.0909,0.0966,0.085
"X59693.39..",0.37,0.4483,0.4338,0.5333,0.4883,0.3517,0.415,0.307,0.4044,0.3533,0.4236,0,0.3994,0.511,0.5333,0.4369,0.4556,0.4563,0.3091,0.2322,0.4379
"X59754.52..",0.505,0.4812,0.5088,0.4818,0.5017,0.5069,0.4895,0.5022,0.4342,0.4858,0.4713,0.5053,0.5045,0.522,0.5,0.4644,0.455,0.4452,0.5,0.4609,0.498
"X60134.46..",0.3098,0.4103,0.3977,0.4306,0.2733,0.4444,0.3917,0.3052,0.2947,0.38,0.3046,0.4678,0.3115,0,0.25,0.2733,0.3817,0.2214,0.3636,0.3732,0.462
"X60175.30..",0.3917,0.5071,0.4678,0.4182,0.5033,0.4816,0.5132,0.5173,0.5,0.453,0.5046,0.5105,0.484,0.5165,0.5667,0.4886,0.4991,0.5013,0.5273,0.4724,0.3972
"X61474.68..",0.1976,0.1778,0.0526,0.2321,0.1833,0.1709,0.1601,0.0887,0.1842,0.3134,0.2092,0.0974,0.2632,0.2692,0,0.1068,0.1667,0.0519,0.1727,0.0998,0.0974
"X61571.68..",0,0.027,0,0,0.04,0,0.05,0.0455,0.05,0.037,0.0966,0,0.0494,0,0,0.037,0.0292,0,0,0.0333,0
"X62058.20..",0.0783,0.0533,0.2749,0.0909,0.115,0,0.1421,0.0887,0.0974,0.2293,0.2356,0.2263,0.1404,0.1374,0.3,0.0726,0.0292,0.0749,0.3091,0.1552,0.1976
"X62151.55..",0,0,0,0.0909,0,0.04,0.0556,0,0,0.0385,0,0,0.025,0,0.2,0.04,0.0152,0.1345,0,0,0
"X62347.22..",0.04,0.0788,0.0526,0.0909,0,0.0333,0,0.1299,0.1421,0,0.0333,0,0.025,0.0714,0,0,0.0147,0,0,0.0333,0.0435
"X62432.28..",0,0,0.193,0,0,0,0,0,0,0.0726,0,0.1421,0,0,0.2,0,0,0,0,0,0.0526
"X62532.22..",0.4983,0.4887,0.3977,0.2545,0.4567,0.4138,0.4974,0.4697,0.3289,0.4074,0.4253,0.3553,0.4147,0.478,0.3333,0.4245,0.385,0.4669,0.4818,0.4138,0.3478
"X62592.22..",0.2167,0,0.1959,0.1727,0.1976,0.1264,0.1868,0.0455,0.05,0.037,0.0333,0.0974,0.0731,0.0714,0.3,0.0726,0.0713,0.0263,0.1727,0.0966,0.085
"X62886.57..",0.455,0.4655,0.4971,0.5182,0.4506,0.4874,0.5211,0.4892,0.4974,0.4658,0.5103,0.5079,0.4955,0.5165,0.5333,0.4972,0.5026,0.5014,0.5182,0.5023,0.4862
"X62973.26..",0.4667,0.3874,0.4737,0.4727,0.505,0.4644,0.4895,0.5024,0.4921,0.3917,0.3471,0.3553,0.4244,0.5,0.4667,0.4074,0.4822,0.4487,0.4909,0.492,0.3715
"X63249.65..",0,0.0286,0.0526,0.0909,0.04,0.0385,0.0526,0,0,0.115,0.0655,0.1421,0.1186,0,0,0.1068,0,0.0749,0.0909,0,0.05
"X63897.62..",0,0,0.0526,0.1111,0.0435,0,0,0.1299,0,0.04,0.1828,0.0526,0.025,0,0,0.0385,0.0583,0.0286,0,0.0714,0
"X64087.63..",0.3351,0.1276,0.2368,0.2455,0.245,0.2356,0.2605,0.1688,0.1868,0.1068,0.0966,0.2263,0.0968,0.1374,0.1667,0.2308,0.2313,0.2312,0.0909,0.1552,0.3735
"X64351.21..",0.115,0.0533,0.1491,0.2455,0.2467,0.0966,0.1421,0.2056,0.0974,0.141,0.0966,0.0974,0.0962,0.1374,0.3,0.1709,0.0986,0.0985,0.0909,0.0966,0.1265
"X64796.12..",0.15,0.2908,0.0625,0.0909,0.1214,0.0966,0.1421,0.2056,0.2778,0.1785,0.1851,0.0974,0.0506,0,0,0.2077,0.1745,0.1437,0.1727,0.0977,0.2424
"X64879.50..",0.04,0.0548,0.0526,0,0.0783,0,0.05,0.1688,0,0.037,0.0333,0.05,0.0731,0.1374,0.1667,0.0726,0.0292,0.0749,0,0.0333,0
"X65423.45..",0.395,0.4234,0.424,0.4909,0.4529,0.469,0.5026,0.4286,0.4289,0.3291,0.4724,0.3842,0.4154,0.4505,0.4,0.3917,0.4649,0.4217,0.5091,0.4402,0.4348
"X65812.7..",0.1299,0,0.0556,0,0.085,0.0726,0.0526,0.0455,0.05,0.04,0.0966,0.2026,0.025,0,0,0.04,0.0448,0.0294,0,0.0655,0.1569
"X66185.33..",0.3221,0.4167,0.5,0,0.4111,0.3305,0.3346,0.469,0.45,0.3953,0.4621,0.4974,0.4147,0.5165,0.35,0.4245,0.3496,0.4454,0.5273,0.5013,0.4444
"X66227.36..",0.3733,0.3994,0.345,0.2545,0.2536,0.4126,0.3895,0.2727,0.3263,0.2009,0.2356,0.2237,0.309,0.3846,0.4,0.2009,0.3545,0.226,0.2545,0.266,0.1621
"X66599.9..",0,0.027,0,0.0909,0.0783,0.0655,0.05,0.0887,0.05,0,0,0.1421,0,0.1374,0,0.037,0.0292,0.0256,0.1727,0.0655,0
"X66844.14..",0,0,0,0,0.085,0.0333,0,0,0,0,0.0655,0,0,0.0714,0,0,0,0.0256,0.0909,0.0345,0.0455
"X66940.10..",0,0.027,0.2368,0.0909,0.0783,0.1264,0,0.1299,0.05,0.037,0.0966,0.1842,0,0,0.1667,0.037,0.0147,0.0256,0,0.0655,0
"X67257.45..",0,0.0286,0,0,0.0435,0.0333,0,0.0455,0.1447,0.0726,0.0333,0,0.0962,0,0,0.1108,0.0152,0.0768,0,0,0.0455
"X67653.51..",0.3033,0.2619,0.3392,0.3636,0.2826,0.3253,0.2947,0.2403,0.2237,0.3305,0.2345,0.3289,0.3917,0.1978,0,0.2835,0.3918,0.3423,0.1727,0.3253,0.3221
"X67905.68..",0,0.0832,0.0526,0,0,0.0345,0,0.0455,0,0,0,0.1023,0,0,0,0.037,0.0292,0,0,0.0677,0
"X67950.41..",0.3017,0.3596,0.4766,0.4091,0.3267,0.3448,0.3289,0.4848,0.4158,0.4402,0.3046,0.3553,0.275,0.3901,0.3,0.3746,0.4181,0.3441,0.4091,0.3337,0.2312
"X68139.15..",0.1902,0.1952,0.307,0.3091,0.115,0.1276,0,0.2403,0.2632,0.3305,0.2609,0.0974,0.3077,0.4286,0.3,0.1396,0.2529,0.2688,0.2455,0.2609,0.2056
"X68323.55..",0.115,0.027,0,0,0.0783,0.0655,0,0.0887,0.1842,0.037,0.0655,0,0.025,0.3022,0.1667,0.0726,0.0713,0,0.1727,0.1601,0.0435
"X68482.24..",0.04,0.027,0.1023,0,0,0.0333,0.05,0.0455,0,0.1396,0.0333,0.0974,0.0962,0.0714,0,0,0.0147,0.0749,0,0.0333,0
"X68731.36..",0,0,0.1023,0,0.04,0,0,0.0455,0,0,0.0655,0.2237,0,0,0,0,0.0292,0,0,0,0
"X68763.33..",0.215,0.2479,0.2339,0.0909,0.115,0.2092,0.1842,0.25,0.0974,0.2564,0.1552,0.0974,0.1404,0.3462,0,0.2564,0.1741,0.1472,0,0.1264,0.3498
"X69337.23..",0.0783,0.2755,0.3392,0.3182,0.275,0.4115,0.3,0.2771,0.1842,0.2578,0.2115,0.2632,0.241,0.2527,0.1667,0.2293,0.3378,0.3138,0.4636,0.3034,0.085
"X69583.10..",0.4891,0.4992,0.5,0.4727,0.4982,0.4926,0.4825,0.5,0.4974,0.4819,0.4989,0.4974,0.4962,0.5,0.5,0.498,0.5,0.5,0.5,0.5,0.4394
"X69677.22..",0,0.0278,0,0,0,0,0.05,0,0,0.0726,0,0.0974,0,0.0769,0,0.037,0,0.0749,0,0,0
"X70076.62..",0.2826,0.3659,0.3743,0.4182,0.3587,0.4724,0.3868,0.4381,0.4632,0.406,0.4529,0.3579,0.4051,0.3205,0.1667,0.3746,0.3777,0.4339,0.4545,0.3796,0.4264
"X70242.62..",0.115,0.0788,0.1023,0,0.1517,0.0333,0,0.0455,0.0974,0.0726,0.0333,0.05,0.0731,0.0714,0.1667,0.1396,0.0575,0.0256,0.2455,0,0
"X70291.59..",0.192,0.2697,0.1491,0.1111,0.085,0.215,0.1023,0.1299,0.05,0.037,0.1563,0.05,0.1404,0.0714,0.25,0.1709,0.0862,0,0.1727,0.0655,0.2167
"X70538.18..",0.0783,0.1276,0.0526,0,0.04,0.0655,0.0974,0.1299,0,0.1068,0.0966,0.1447,0.0731,0,0,0.0726,0.0575,0,0,0.1264,0
"X71036.58..",0.1833,0.1276,0.0526,0.4182,0.3267,0.2092,0.3842,0.0887,0.1421,0.2293,0.1264,0.05,0.2917,0.1374,0.1667,0.3077,0.2423,0.2267,0.0909,0.2092,0.2332
"X71425.28..",0.3917,0.3116,0.4415,0.5091,0.3098,0.3287,0.4079,0.4264,0.4105,0.3718,0.2828,0.3842,0.366,0.3901,0.4,0.3718,0.2733,0.4588,0.3636,0.3253,0.413
"X71875.6..",0.2167,0.217,0.1491,0,0.2167,0.0655,0.05,0.1299,0.1842,0.1068,0.2598,0.0974,0.2929,0.0714,0.1667,0.2293,0.1622,0.1862,0.0909,0.1305,0.1245
"X72454.22..",0.51,0.4707,0.5058,0.5091,0.505,0.508,0.4947,0.4978,0.5105,0.5014,0.4885,0.5079,0.4865,0.5,0.5333,0.5085,0.5011,0.4939,0.4182,0.4914,0.5119
"X72788.41..",0.475,0.4917,0.5,0.5182,0.5,0.5046,0.5026,0.4762,0.4895,0.4915,0.4828,0.4895,0.491,0.511,0.5333,0.51,0.4976,0.5007,0.5182,0.5057,0.5079
"X73130.42..",0.15,0.1036,0.1491,0.0909,0.0783,0.1264,0.1842,0.0887,0.1842,0.2023,0.0966,0.0974,0.141,0.1978,0.1667,0.1068,0.1115,0.2072,0,0.0966,0.0435
"X73402.23..",0.0417,0.081,0.152,0.1667,0.115,0.0385,0,0,0.0974,0.0455,0.1264,0.1421,0.0731,0.1978,0,0.0754,0.0724,0.0263,0.1727,0.0677,0
"X73720.36..",0.0417,0.0303,0.1023,0,0.0783,0.0345,0.1208,0.0455,0,0.115,0,0.0974,0,0.0714,0,0.04,0.0745,0.0768,0,0.1032,0.0526
"X73921.48..",0.1196,0.1509,0.0526,0.0909,0.215,0.2345,0.2237,0.0887,0.05,0.1396,0.1552,0.1421,0.2212,0.1374,0,0.1724,0.1372,0.166,0,0.2155,0.1976
"X73993.41..",0.2844,0.4234,0.4386,0.4545,0.275,0.3954,0.3842,0.487,0.3816,0.4658,0.3828,0.4474,0.4051,0.4945,0.4,0.3077,0.3378,0.4103,0.3727,0.3805,0.3478
"X74861.27..",0.2826,0.4063,0.2719,0.4,0.3483,0.245,0.4228,0.3831,0.1421,0.325,0.4529,0.2605,0.2756,0.4176,0.35,0.2646,0.2965,0.281,0.3182,0.2816,0.4265
"X74924.25..",0.3953,0.4508,0.5175,0.4821,0.5,0.5114,0.4971,0.4416,0.4921,0.495,0.5057,0.5131,0.5026,0.4945,0.5,0.4969,0.5038,0.494,0.5273,0.4803,0.4926
"X75695.24..",0.3717,0.2568,0.3421,0.3636,0.275,0.3632,0.4105,0.461,0.3579,0.3903,0.2345,0.3289,0.3795,0.2582,0.1667,0.3305,0.3995,0.2982,0.4091,0.3966,0.3696
"X75792.9..",0.325,0.256,0.193,0.2455,0.0783,0.1552,0.1842,0.1299,0.05,0.2578,0.2816,0.05,0.2026,0.1978,0.1667,0.2009,0.1743,0.166,0.0909,0.1264,0.2332
"X75973.21..",0.15,0.1276,0.3392,0.1727,0.245,0.2092,0.05,0.0455,0.1868,0.0726,0.2092,0.1842,0.141,0.0714,0,0.0726,0.1499,0.0749,0.2455,0.1276,0.1621
"X76323.31..",0.0435,0.027,0,0.125,0,0.0966,0,0.0455,0.1842,0.1108,0.0966,0.0974,0.025,0.0714,0,0.0726,0.0862,0,0.0909,0.0333,0.05
"X77304.17..",0.4022,0.3596,0.3713,0.4778,0.4529,0.4729,0.3263,0.381,0.3579,0.4387,0.2828,0.424,0.4147,0.3022,0.1667,0.4185,0.3464,0.3725,0.1727,0.3116,0.4167
"X77607.34..",0.04,0.027,0.4269,0.3091,0.15,0.0333,0.05,0.0887,0,0.1068,0.0655,0.1421,0.025,0,0.1667,0.0726,0.0983,0.0256,0,0.0333,0.0435
"X77830.21..",0,0,0,0.0909,0,0.0655,0.05,0,0,0.0726,0,0,0,0.0714,0,0.037,0.0147,0.0256,0,0.0333,0
"X77888.40..",0,0.1036,0.152,0.0909,0,0.1264,0,0.1688,0.05,0.037,0.0333,0.307,0.0962,0,0.1667,0.037,0.0292,0,0.0909,0.0655,0.0476
"X77945.14..",0.2925,0.0579,0.1023,0,0.2312,0.085,0.1792,0.0887,0.1421,0.3017,0.1839,0.1421,0.1622,0.2115,0.25,0.1833,0.1433,0.1693,0.0909,0.2426,0.05
"X78040.56..",0.04,0,0,0,0.04,0,0.0974,0.1299,0.05,0.0726,0.0655,0.0974,0.025,0.1374,0.1667,0.037,0.0713,0.0506,0.0909,0.0655,0.0435
"X78279.34..",0.1196,0.1276,0.0526,0,0.2246,0.1828,0.2605,0.3571,0.2237,0.037,0.1264,0.0974,0.1821,0.1429,0,0.2293,0.1497,0.2065,0.2455,0.0966,0.1621
"X78737.65..",0,0.142,0.0526,0,0.04,0,0,0,0.05,0.0476,0,0.0974,0,0.1591,0,0,0.0301,0.0263,0,0,0
"X79256.16..",0.275,0.2365,0.193,0.3182,0.115,0.1839,0.1842,0.3312,0.2947,0.2308,0.2828,0.2605,0.1615,0.1374,0.3,0.0726,0.2632,0.2807,0.2455,0.3046,0.1976
"X79674.26..",0,0.1778,0.462,0.1,0.1558,0.0345,0.05,0.1299,0.0974,0.037,0.0966,0.05,0.0731,0.0714,0.35,0.037,0.1245,0.0519,0.0909,0.1884,0.1421
"X79760.57..",0,0,0.0526,0,0,0.0333,0.05,0.0887,0,0,0.0333,0.0974,0.0731,0,0,0,0.0147,0,0.0909,0.0655,0
"X80574.15..",0.0783,0.2269,0.1023,0,0.0417,0.1264,0.05,0.2727,0.1421,0,0.0333,0.05,0.1821,0,0,0,0.0983,0.0519,0,0.0966,0
"X80744.51..",0.1833,0.4118,0.307,0.4545,0.4763,0.3632,0.4289,0.4548,0.4316,0.3504,0.4632,0.4105,0.3929,0.4615,0.3,0.4516,0.4054,0.3912,0.3636,0.4701,0.3478
"X80888.36..",0.2733,0.1734,0.3392,0.2455,0.1833,0.3128,0.2263,0.303,0.2605,0.3077,0.1552,0.2263,0.1615,0.1978,0,0.2564,0.209,0.3138,0.3091,0.1264,0.2312
"X80925.17..",0.1558,0.1276,0.1023,0.1727,0.15,0.1264,0.1868,0.3831,0.1842,0.2293,0.2609,0.2237,0.1615,0.1978,0.35,0.2564,0.3112,0.226,0.2455,0.2586,0.1299
"X81123.26..",0.4058,0.2429,0.307,0.4182,0.2228,0.4138,0.2974,0.1299,0.2605,0.3946,0.2816,0.2237,0.2019,0.1978,0.1667,0.2835,0.2524,0.2866,0.1,0.1828,0.3478
"X81737.47..",0.1833,0.2365,0,0,0.215,0.0333,0.1421,0.0455,0.05,0.0726,0.0966,0.05,0.0494,0,0.35,0.1396,0.0849,0.0749,0.1727,0,0.087
"X82596.56..",0.15,0.1952,0,0.0909,0.15,0.0333,0.05,0.0887,0.05,0.1709,0.1552,0.05,0.2583,0.1374,0,0.1709,0.1247,0.1276,0.2545,0.0677,0.1245
"X82993.36..",0.325,0.4332,0.1491,0.1818,0.245,0.2092,0.2974,0.369,0.2974,0.3903,0.0655,0.3605,0.3244,0.3022,0.1667,0.3504,0.293,0.3138,0.4909,0.1828,0.2312
"X83090.23..",0.115,0.2162,0.193,0.4636,0.215,0.2586,0.2237,0.303,0.3579,0.3533,0.2609,0.1842,0.2019,0.2033,0.2,0.2578,0.2311,0.3506,0.1727,0.2092,0.1245
"X83149.10..",0.1902,0.1092,0.1491,0.25,0.3483,0.2385,0.152,0.2056,0.2237,0.2923,0.335,0.2658,0.1615,0.3205,0,0.2369,0.2343,0.1693,0.4545,0.2598,0.2484
"X83235.27..",0.1245,0.0832,0.2749,0.2083,0.3202,0.3253,0.0526,0.2727,0.1421,0.0754,0.2345,0.2237,0.1622,0.1374,0,0.2308,0.2201,0.1245,0.0909,0.2564,0.2605
"X83289.28..",0.0417,0.0533,0,0,0.115,0.0677,0.1023,0.0455,0,0,0.0655,0,0.0731,0.0714,0.1667,0.0726,0.0849,0.0256,0,0,0.0476
"X84237.60..",0.1196,0.0278,0.1023,0.1111,0.04,0.0357,0.0625,0.1688,0.1421,0.1446,0.0333,0,0.1404,0.1374,0,0.0385,0.0583,0,0,0.1305,0.0929
"X84359.36..",0.15,0.3979,0.2339,0.2455,0.2733,0.3839,0.2974,0.3052,0.3868,0.2308,0.3046,0.2947,0.4032,0.1978,0.3333,0.4074,0.3464,0.3448,0.4182,0.1552,0.2312
"X84675.67..",0.0783,0.2372,0.2339,0.1727,0.3483,0.0966,0.1842,0.2727,0.2632,0.1724,0.3644,0.1842,0.1192,0.3022,0,0.1068,0.2419,0.1437,0.1727,0.1552,0.2332
"X85902.54..",0.04,0.0286,0.1023,0,0.0815,0,0.1842,0.1299,0.05,0.037,0.1552,0.2263,0.1615,0.0714,0,0.0726,0.0713,0.1215,0,0,0.0476
"X86523.47..",0.215,0.2162,0,0.1727,0.0783,0.0333,0.1842,0.0455,0.05,0.1396,0.1552,0.1421,0.1186,0,0.1667,0.0726,0.0983,0.1215,0.1727,0.0966,0.0435
"X86653.28..",0.2964,0.443,0.193,0.5179,0.3587,0.4606,0.3977,0.4026,0.5184,0.4908,0.3644,0.4079,0.3801,0.3654,0.45,0.4801,0.3422,0.3851,0.3636,0.3615,0.4947
"X87116.7..",0,0.0286,0,0,0.0435,0,0.114,0,0.05,0.08,0,0.05,0.0962,0.0833,0,0.0417,0.0296,0.0788,0,0,0.1491
"X87544.39..",0.215,0.3116,0.3713,0.1727,0.245,0.3966,0.2974,0.2727,0.3579,0.3504,0.2828,0.2632,0.3244,0.2527,0.1667,0.2293,0.2201,0.2456,0.3091,0.3448,0.3221
"X87777.17..",0.4467,0.3438,0.424,0.3091,0.3733,0.1552,0.3842,0.3571,0.3842,0.3718,0.1828,0.4474,0.3244,0.1374,0.3,0.3732,0.2928,0.2976,0.2455,0.4212,0.3202
