id,pop,sex.gonads,sex.x,oto_age,length,weight,sex.y,age_f,spawned,date_capture,capture_site_name,natal_region,hatchery,capt_region,stocked,Fin.clip.tube.label,Scientific.Name,Field.Season,INPUT..BY,INPUT.DATE,SITE.NUMBER,System,Site.Name,Site.Code,lat,long,Date.Start..DD.MM.YYYY.,Collector_1,Collector.2,TOTAL.LENGTH..mm.....for.each.individual.animal..,WEIGHT..gms.....for.each.individual.animal.,Age,Sex,S.AV.BQtage,Gonad.wt.g.,Disease.Parasites.Deformity,Sacraficed,Recapture,Genetics.No.,DNA.ref..Keller,Tag.Type_1,Tag.Colour_1,Tag.Number_1,Tag.Date_1,Tag.Lost_1,Tag.Type_2,Tag.Colour_2,Tag.Number_2,Tag.Date_2,Tag.Lost_2,Tag.Type_3,Tag.Colour_3,Tag.Number_3,Tag.Date_3,Tag.Lost_3,General.Comments.relating.to.fauna,Max.Depth..m...of.sample.area.,Ave....Depth..m...of.sample.area.,Depth.recorded.at..m.,EC.uS.cm..at.water.temp..,EC.uS.cm..at25.oC.,Temp..oC,DO..mg.L.,DO....,pH,Turbidity..NTU.,Secchi.Depth..m.,Hardness..as.CaCO3.,Oto.Vial,Comments.on.sampling.site,Plate.No..2018,Row,Column,SARDI.AGE,Fin.clip.tube.label.2,K_fas_comment,id.1,Fin.clip.tube.label.1,Genetics.No..1,Tag.Number_1.1,fas_Fin.clip.tube.label,fas_System,fas_Date.Start..DD.MM.YYYY.,fas_Sex,fas_Genetics.No.,fas_Tag.Number_1,fas_Oto.Vial,fas_FAS.Species,FAS_Batch,FAS_Specimen,fas_Combined.FAS.Code,fas_Original.client.reference,DOC,Otolith.wgt,Comments.1,Comments.2,Original.client.referance,Comments,Comments2,Supplier,Sample_Type,Reader,Reading,Readability,Age.1,Edge_Type,Comments.3,Primordium,ZL_1,ZL_2,ZL_3,ZL_4,ZL_5,ZL_6,ZL_7,ZL_8,ZL_9,ZL_10,ZL_11,ZL_12,ZL_13,ZL_14,ZL_15,ZL_16,ZL_17,ZL_18,ZL_19,ZL_20,ZL_21,ZL_22,ZL_23,ZL_24,ZL_25,ZL_26,ZL_27,ZL_28,ZL_29,ZL_30,Edge,fish_id,sp_id,site_id,microchem_id,tag_id,length.1,weight.1,sex.y.1,age_f.1,spawned.1,date_capture.1,capture_site_name.1,natal_region.1,hatchery.1,capt_region.1
GOP633,GOULBURN,,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,EP FV 2015 # 115,Macquaria ambigua,2017-2018,,,,Goulburn River,"Fished from 1500 metres downstream Loch Garry to launch (including all of narrows or 'hurricane"" section).",Loch Garry,-36.24183,145.28567,3/5/2018,Jason Lieschke; John Mahoney,,338,558,,,,NA,NA,,NA,EP FV 2015 # 115,,,,135171,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,8,1.7,0.2,NA,74,14.2,9.86,98.2,7.65,6.2,0.69,NA,,,4,A,4,NA,EP FV 2015 # 115,,GOP633,EP FV 2015 # 115,EP FV 2015 # 115,135171,EP FV 2015 # 115,Goulburn River,3/5/2018,,EP FV 2015 # 115,135171,135171,15,94,37,15_94_37,G18GP09/135171,3/5/2018,0.227,,EP FV 2015 # 115,G18GP09,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,4,WT,,0,0.463,0.992,1.305,1.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP022,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_135,Macquaria ambigua,2016-2017,Joanne Kearns,3/5/2017,CA0423,CAMPASPE,Campaspe River u/s of Singer Rd,,-36.27481562,144.7028681,3/4/2017,Graeme Hackett,Kris Pitman,203,120,2W,,,NA,NA,Y,NA,GP_135,,Dart_T-Bar,,121045,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,2.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Budget site, approx. 400m U/S",NA,,NA,NA,GP_135,,GOP022,GP_135,GP_135,121045,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP366,CAMPASPE,,,2,312,402,NA,2,2015,10/5/2018,campaspe reach 3,hatchery,Murrumbidgee,campaspe,YES,GP_959,Macquaria ambigua,2017-2018,Kim Loeun,1/6/2018,CA0319,CAMPASPE,Campaspe River @ Spencer Rd,,-36.38043928,144.7088038,10/5/2018,Graeme Hackett,Kim Loeun,312,402,,,,NA,NA,,NA,GP_959,,,,136075,,NA,,NA,NA,NA,NA,,NA,,NA,NA,kept,NA,NA,NA,436,NA,14.5,9.02,NA,8,5.1,0.61,NA,,not sure about turbidity,1,H,5,NA,GP_959,,GOP366,GP_959,GP_959,136075,GP_959,CAMPASPE,10/5/2018,,GP_959,136075,136075,15,91,24,15_91_24,136075,10/5/2018,0.154,,GP_959,#136075,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,2,WT,,0,0.595,1.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.442,91-136075,MAC AMB,91,gp136075,136075,312,402,NA,2,2015,10/5/2018,campaspe reach 3,hatchery,Murrumbidgee,campaspe
GOP025,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_139,Macquaria ambigua,2016-2017,Joanne Kearns,4/5/2017,CA0428,CAMPASPE,Campaspe River @ Echuca Weir,,-36.14625817,144.7373858,4/4/2017,Graeme Hackett,Kris Pitman,390,978,3P,,,NA,NA,Y,NA,GP_139,,Dart,,136870,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,1.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP_139,,GOP025,GP_139,GP_139,136870,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP371,CAMPASPE,,M,4,376,743,male,4,2013,7/5/2018,campaspe reach 3,hatchery,Murrumbidgee,campaspe,YES,GP921,Macquaria ambigua,2017-2018,christine,31/5/2018,CA0320,CAMPASPE,Campaspe River at Rochester Railway bridge,,-36.34962505,144.7046936,7/5/2018,Graeme Hackett,Kim Loeun,376,743,,M,,NA,NA,,NA,GP921,,Dart,,136099,,NA,,NA,NA,NA,NA,,NA,,NA,NA,"Male, kept",NA,NA,NA,426,NA,15.2,8.9,NA,7.89,28.7,645,NA,,,1,E,6,NA,GP921,,GOP371,GP921,GP921,136099,GP921,CAMPASPE,7/5/2018,M,GP921,136099,136099,15,91,7,15_91_7,136099,7/5/2018,0.253,,GP921,#136099,,,delwp,Sectioned otolith,K.Krusic-Golub,1,1,4,WT,,0,0.426,0.852,1.211,1.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.582,91-136099,MAC AMB,91,gp136099,136099,376,743,male,4,2013,7/5/2018,campaspe reach 3,hatchery,Murrumbidgee,campaspe
GOP367,CAMPASPE,,,1,128,24,NA,1,2016,10/5/2018,campaspe reach 3,hatchery,maybe,campaspe,YES,GP934,Macquaria ambigua,2017-2018,christine,31/5/2018,CA0317,CAMPASPE,Campaspe River @ Bryants Lane,,-36.41090657,144.6690037,8/3/2018,Graeme Hackett,Kim Loeun,128,24,,,,NA,NA,,NA,GP934,,Dart,,138718,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,NA,NA,NA,418,NA,16,9.18,NA,8.16,101,515,NA,,,1,A,6,NA,GP934,,GOP367,GP934,GP934,138718,,,,,,,,15,91,5,15_91_5,138718,10/5/2018,0.024,,sample not in client supplied spreadsheet,#138718,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,1,WT,,0,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,91-138718,MAC AMB,91,gp138718,138718,128,24,NA,1,2016,10/5/2018,campaspe reach 3,hatchery,maybe,campaspe
GOP030,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_120,Macquaria ambigua,2016-2017,Joanne Kearns,4/5/2017,CA0316,CAMPASPE,Campaspe River ds Campaspe Weir,,-36.43463757,144.6602517,5/4/2017,Graeme Hackett,Zeb Tonkin,62,NA,,,,NA,NA,Y,NA,GP_120,,Dart,,136417,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,1.2,0.6,NA,330,NA,20.3,7.02,NA,7.66,26.3,NA,NA,,Old VEFMAP site @ weir Rd : 5 x 150 slots bank mount,1,C,1,NA,GP_120,,GOP030,GP_120,GP_120,136417,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP035,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_147,Macquaria ambigua,2016-2017,Joanne Kearns,4/5/2017,CA0316,CAMPASPE,Campaspe River ds Campaspe Weir,,-36.43463757,144.6602517,5/4/2017,Graeme Hackett,Zeb Tonkin,50,NA,,,,NA,NA,,NA,GP_147,,Dart_T-Bar,,121050,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,1.1,0.8,NA,330,NA,20.3,7.02,NA,7.66,26.3,NA,NA,,"Old VEFMAP site @ weir Rd : 4 x 90 slotsMB in hole below wall. MaxD:1.1, AveD:0.8",1,G,1,NA,GP_147,,GOP035,GP_147,GP_147,121050,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP368,CAMPASPE,,,1,148,38,NA,1,2016,10/5/2018,campaspe reach 3,hatchery,maybe,campaspe,YES,GP935,Macquaria ambigua,2017-2018,christine,31/5/2018,CA0317,CAMPASPE,Campaspe River @ Bryants Lane,,-36.41090657,144.6690037,8/3/2018,Graeme Hackett,Kim Loeun,148,38,,,,NA,NA,,NA,GP935,,T-Bar,,138719,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,NA,NA,NA,418,NA,16,9.18,NA,8.16,101,515,NA,,,1,B,6,NA,GP935,,GOP368,GP935,GP935,138719,GP935,CAMPASPE,8/3/2018,,GP935,138719,138719,15,91,4,15_91_4,138719,10/5/2018,0.038,,GP935,#138719,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,1,WT,,0,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,91-138719,MAC AMB,91,gp138719,138719,148,38,NA,1,2016,10/5/2018,campaspe reach 3,hatchery,maybe,campaspe
GOP033,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_145,Macquaria ambigua,2016-2017,Joanne Kearns,4/5/2017,CA0316,CAMPASPE,Campaspe River ds Campaspe Weir,,-36.43463757,144.6602517,5/4/2017,Graeme Hackett,Zeb Tonkin,47,NA,,,,NA,NA,,NA,GP_145,,Dart_T-Bar,,103852,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,1.1,0.8,NA,330,NA,20.3,7.02,NA,7.66,26.3,NA,NA,,"Old VEFMAP site @ weir Rd : 4 x 90 slotsMB in hole below wall. MaxD:1.1, AveD:0.8",1,E,1,NA,GP_145,,GOP033,GP_145,GP_145,103852,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP048,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_115,Macquaria ambigua,2016-2017,Joanne Kearns,5/5/2017,CA0317,CAMPASPE,Campaspe River @ Bryants Lane,,-36.41090657,144.6690037,3/4/2017,Zeb Tonkin,Jason Lieschke,51,NA,,,,NA,NA,Y,NA,GP_115,,Dart,,136432,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,10 shots completed (large tree branch fallen in remaining shots),1,B,1,NA,GP_115,,GOP048,GP_115,GP_115,136432,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP034,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_146,Macquaria ambigua,2016-2017,Joanne Kearns,4/5/2017,CA0316,CAMPASPE,Campaspe River ds Campaspe Weir,,-36.43463757,144.6602517,5/4/2017,Graeme Hackett,Zeb Tonkin,46,NA,,,,NA,NA,,NA,GP_146,,Dart_T-Bar,,103880,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,1.1,0.8,NA,330,NA,20.3,7.02,NA,7.66,26.3,NA,NA,,"Old VEFMAP site @ weir Rd : 4 x 90 slotsMB in hole below wall. MaxD:1.1, AveD:0.8",1,F,1,NA,GP_146,,GOP034,GP_146,GP_146,103880,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP389,LODDON_PYRAMID,,,1,203,128,NA,1,2016,18/4/2018,loddon - reach 4,hatchery,maybe,loddon,YES,GP_867,Macquaria ambigua,2017-2018,Kim Loeun,25/6/2018,LO0428,LODDON,Loddon River @ Murray Valley Hwy,,-35.73836281,143.9146652,19/4/2018,Jason Lieschke,John Mahoney,203,128,,,,NA,NA,,NA,GP_867,,T-Bar,Unknown,138749,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,567,NA,14.95,9.33,93.5,8.14,16.3,0.34,NA,,not sure about pH,1,G,8,NA,GP_867,,GOP389,GP_867,GP_867,138749,,,,,,,,15,93,5,15_93_5,138749,18/4/2018,0.058,,sample not in client supplied spreadsheet,Tag138749,,,delwp,Sectioned otolith,K.Krusic-Golub,1,3,1,WT,,0,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891,75-gp138749,MAC AMB,75,gp138749,138749,203,128,NA,1,2016,18/4/2018,loddon - reach 4,hatchery,maybe,loddon
GOP036,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_156,Macquaria ambigua,2016-2017,Joanne Kearns,4/5/2017,CA0208,CAMPASPE,Campaspe River @ Doaks Reserve,,-36.81269909,144.5124483,7/4/2017,Graeme Hackett,Kris Pitman,437,1580,,,,NA,NA,,NA,GP_156,,Dart,,136877,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,3.5,1.8,NA,304,NA,17.2,8.65,NA,7.12,11.4,NA,NA,,Let boat down steep launch on car winch,NA,,NA,NA,GP_156,,GOP036,GP_156,GP_156,136877,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP338,LODDON_PYRAMID,,,7,385,800,NA,7,2010,17/4/2018,pyramid ck,hatchery,Murrumbidgee,mid murray,YES,GP_412,Macquaria ambigua,2017-2018,Kim Loeun,30/5/2018,PCK06,PYRAMID CK,Upstream of bridge on Kerang - Koondrook Road.,,-35.74783,143.99156,17/4/2018,Zeb Tonkin,Kris Pitman,385,800,,,,NA,NA,,NA,GP_412,,,,132894,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,2.2,1.1,NA,117.8,NA,17,3.89,45.1,7.49,42.8,NA,NA,,,1,D,2,NA,GP_412,,GOP338,GP_412,GP_412,132894,GP_412,PYRAMID CK,17/4/2018,,GP_412,132894,132894,15,92,3,15_92_3,132894,17/4/2018,0.352,,GP_412,Tag132894,,,delwp,Sectioned otolith,K.Krusic-Golub,1,1,7,WT,,0,0.432,0.884,1.143,1.32,1.5,1.616,1.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,78-gp132894,MAC AMB,78,gp132894,132894,385,800,NA,7,2010,17/4/2018,pyramid ck,hatchery,Murrumbidgee,mid murray
GOP363,CAMPASPE,,,NA,460,1933,NA,7,2010,10/5/2018,campaspe reach 2,hatchery,Murrumbidgee,campaspe,YES,GP_956,Macquaria ambigua,2017-2018,Kim Loeun,1/6/2018,CA0210,CAMPASPE,Campaspe River @ Backhaus Road,,-36.699744,144.5256643,10/5/2018,Graeme Hackett,Kim Loeun,460,1933,,,,NA,NA,,NA,GP_956,,Dart,,136078,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,3.2,2.1,NA,400,NA,14.3,9.7,NA,7.9,5,0.8,NA,,not sure about turbidity,1,E,5,NA,GP_956,,GOP363,GP_956,GP_956,136078,GP_956,CAMPASPE,10/5/2018,,GP_956,136078,136078,15,91,21,15_91_21,136078,10/5/2018,,no sample,GP_956,#136078,,,delwp,Sectioned otolith,K.Krusic-Golub,1,5,NA,N/A,no section ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,89-136078,MAC AMB,89,gp136078,136078,460,1933,NA,7,2010,10/5/2018,campaspe reach 2,hatchery,Murrumbidgee,campaspe
GOP038,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_152,Macquaria ambigua,2016-2017,Joanne Kearns,4/5/2017,CA0210,CAMPASPE,Campaspe River @ Backhaus Road,,-36.699744,144.5256643,7/4/2017,Graeme Hackett,Kris Pitman,445,1646,,,,NA,NA,,NA,GP_152,,Dart,,136875,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,4.5,2,NA,312,NA,16.5,7.53,NA,7.09,17.2,NA,NA,,,NA,,NA,NA,GP_152,,GOP038,GP_152,GP_152,136875,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP369,CAMPASPE,,,2,282,330,NA,2,2015,8/5/2018,campaspe reach 3,hatchery,Murrumbidgee,campaspe,YES,GP936,Macquaria ambigua,2017-2018,christine,31/5/2018,CA0317,CAMPASPE,Campaspe River @ Bryants Lane,,-36.41090657,144.6690037,8/3/2018,Graeme Hackett,Kim Loeun,282,330,,,,NA,NA,,NA,GP936,,T-Bar,,138720,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,NA,NA,NA,418,NA,16,9.18,NA,8.16,101,515,NA,,,1,C,6,NA,GP936,,GOP369,GP936,GP936,138720,,,,,,,,15,91,3,15_91_3,138720,8/5/2018,0.135,,sample not in client supplied spreadsheet,#138720,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,2,WT,,0,0.623,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.288,91-138720,MAC AMB,91,gp138720,138720,282,330,NA,2,2015,8/5/2018,campaspe reach 3,hatchery,Murrumbidgee,campaspe
GOP374,CAMPASPE,,,2,220,127,NA,2,2015,10/5/2018,campaspe reach 3,hatchery,Murrumbidgee,campaspe,YES,GP928,Macquaria ambigua,2017-2018,christine,31/5/2018,CA0320,CAMPASPE,Campaspe River at Rochester Railway bridge,,-36.34962505,144.7046936,7/5/2018,Graeme Hackett,Kim Loeun,220,127,,,,NA,NA,,NA,GP928,,Dart,,136097,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,NA,NA,NA,426,NA,15.2,8.9,NA,7.89,28.7,645,NA,,,1,H,6,NA,GP928,,GOP374,GP928,GP928,136097,GP928,CAMPASPE,7/5/2018,,GP928,136097,136097,15,91,9,15_91_9,136097,10/5/2018,0.094,,GP928,#136097,,,delwp,Sectioned otolith,K.Krusic-Golub,1,3,2,WT,,0,0.554,0.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.324,91-136097,MAC AMB,91,gp136097,136097,220,127,NA,2,2015,10/5/2018,campaspe reach 3,hatchery,Murrumbidgee,campaspe
GOP046,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_112,Macquaria ambigua,2016-2017,Joanne Kearns,5/5/2017,CA0317,CAMPASPE,Campaspe River @ Bryants Lane,,-36.41090657,144.6690037,3/4/2017,Zeb Tonkin,Jason Lieschke,189,99,3F,,,NA,NA,Y,NA,GP_112,,Dart,,136434,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,10 shots completed (large tree branch fallen in remaining shots),NA,,NA,NA,GP_112,,GOP046,GP_112,GP_112,136434,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP380,CAMPASPE,,,4,420,1207,NA,4,2013,9/5/2018,campaspe reach 2,hatchery,Murrumbidgee,campaspe,YES,GP945,Macquaria ambigua,2017-2018,christine,31/5/2018,CA0233,CAMPASPE,Avonmore Bridge Road ,,-36.56285,144.58766,9/5/2018,Graeme Hackett,Kim Loeun,420,1207,,,,NA,NA,,NA,GP945,,Dart,,136087,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,NA,NA,NA,417,NA,13.5,7.86,NA,7.67,8.5,0.75,NA,,,1,F,7,NA,GP945,,GOP380,GP945,GP945,136087,GP945,CAMPASPE,9/5/2018,,GP945,136087,136087,15,91,17,15_91_17,136087,9/5/2018,0.297,,GP945,#136087,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,4,WT,,0,0.435,0.776,1.038,1.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.478,89-136087,MAC AMB,89,gp136087,136087,420,1207,NA,4,2013,9/5/2018,campaspe reach 2,hatchery,Murrumbidgee,campaspe
GOP051,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_118,Macquaria ambigua,2016-2017,Joanne Kearns,5/5/2017,CA0319,CAMPASPE,Campaspe River @ Spencer Rd,,-36.38043928,144.7088038,3/4/2017,Zeb Tonkin,Jason Lieschke,354,601,3W,,,NA,NA,Y,NA,GP_118,,Dart,,136440,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,2.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP_118,,GOP051,GP_118,GP_118,136440,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP083,WIMMERA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report CD GP-52,Macquaria ambigua,2016-2017,,,,Wimmera River,"Fished a 2 kilometre section (1820 metres downstream to 280 metres upstream launch), Rokesky's road.",,-36.69106,142.26722,23/3/2017,Jason Lieschke; John Mahoney,,448,1281,,,,NA,NA,,NA,Report CD GP-52,,,,T - 137610,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,Report CD GP-52,,GOP083,Report CD GP-52,Report CD GP-52,T - 137610,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP094,WIMMERA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report CD GP-56,Macquaria ambigua,2016-2017,,,,Wimmera River,Fished a 1300 metre section from 700 metres upstream O'brees road.,,-36.70884,141.98087,23/3/2017,Jason Lieschke; John Mahoney,,460,1464,,,,NA,NA,,NA,Report CD GP-56,,,,T - 137613,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,Report CD GP-56,,GOP094,Report CD GP-56,Report CD GP-56,T - 137613,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
