"","BROKEN","CAMPASPE","DUMARESQ","EDWARD-WAKOOL","GINGHAM","GOULBURN","GUNBOWER","GWYDIR","L_MURRAY","LODDON_PYRAMID","LOWER_DARLING","MACINTYRE","MACQUARIE","MULLAROO_LINDSAY","MURRAY-Barmah","MURRAY-dsYarrawonga","MURRAY-mid","MURRUMBIDGEE","SEVERN","UPPER_DARLING","WIMMERA"
"X49619.21..",0.3182,0.3333,0.1579,0.1111,0.4348,0.2963,0.375,0.2727,0.1,0.1818,0.3333,0.3,0.275,0.0769,0.25,0.32,0.194,0.3333,0,0.3103,0.1111
"X50008.54..",0.3182,0.4286,0.4737,0.4286,0.75,0.3636,0.5625,0.6818,0.4,0.35,0.5172,0.55,0.4,0.6,0,0.2609,0.5455,0.6216,0.2,0.7143,0.4211
"X50261.60..",0.5,0.6216,0.3684,0.6364,0.6522,0.6667,0.55,0.4545,0.45,0.5185,0.5333,0.5263,0.45,0.2857,0.1667,0.4815,0.4853,0.5128,0.2727,0.3793,0.6087
"X51329.20..",0,0.1471,0,0.1,0.087,0.1071,0.2105,0.0476,0.1765,0.0385,0.1481,0,0.0811,0.1429,0,0.0385,0.0303,0.1579,0.0909,0.0345,0.0588
"X51416.59..",0.4348,0.2162,0.6316,0.5556,0.5,0.5,0.4737,0.4545,0.3,0.2963,0.2667,0.45,0.275,0.4615,0.6667,0.4074,0.4179,0.4359,0.4545,0.3103,0.5263
"X51933.19..",0.04,0.027,0,0.0909,0,0.0333,0,0.1364,0.1,0.0741,0.0333,0.15,0.1,0,0.1667,0.037,0.0735,0.0513,0.1818,0.0333,0.1304
"X52087.29..",0.68,0.4857,0.5789,0.5455,0.6087,0.5333,0.4,0.6818,0.7,0.4815,0.5,0.6,0.55,0.4286,0.1667,0.4444,0.4118,0.4474,0.3636,0.4667,0.5217
"X52218.25..",0,0,0,0,0,0,0.1,0.0455,0.1,0,0.0333,0,0,0,0,0,0.0147,0,0,0.0667,0
"X52311.43..",0.08,0.0278,0,0,0,0,0.05,0,0,0,0.0333,0,0.025,0,0,0,0.0294,0.0513,0,0,0
"X52335.23..",0.12,0.0541,0.0526,0.0909,0,0.0333,0.1,0,0,0.0741,0.0333,0,0.1,0.1429,0,0,0.0588,0.0769,0,0,0.087
"X52370.31..",0.0455,0,0.2105,0,0,0.0417,0.0588,0.0455,0,0,0,0,0.1,0,0,0,0.0156,0.0263,0,0,0
"X52432.15..",0.5,0.5357,0.6316,0.5556,0.5217,0.3478,0.6667,0.5238,0.55,0.6923,0.5333,0.4444,0.525,0.2857,0.1667,0.4074,0.4394,0.5714,0.3636,0.5926,0.6842
"X52759.49..",0.4091,0.4857,0.5263,0.5455,0.6364,0.5333,0.5,0.6667,0.3684,0.5,0.4667,0.6667,0.5789,0.3846,0.5,0.4074,0.4478,0.5278,0.4,0.6786,0.4286
"X52938.48..",0.32,0.2222,0.3684,0.3636,0.2609,0.1333,0.2,0.0909,0.35,0.1481,0.1333,0.2,0.125,0.2143,0.2,0.2593,0.2059,0.1316,0.0909,0.1333,0.0909
"X53412.20..",0.04,0.1622,0.1579,0.1818,0.12,0,0.05,0.1818,0.05,0.1111,0.2,0.15,0.15,0.2143,0.1667,0.037,0.1471,0.0513,0.4545,0.1,0
"X53539.22..",0.32,0.3784,0.3158,0.6364,0.6087,0.2667,0.45,0.1364,0.35,0.2963,0.4667,0.35,0.325,0.2857,0.5,0.2593,0.2647,0.359,0.4545,0.5,0.1304
"X53793.43..",0,0.0556,0,0,0,0,0,0.0455,0.05,0.037,0.0333,0,0.025,0.2857,0,0,0.0441,0.0263,0,0.1333,0
"X54670.59..",0.3478,0.2188,0.2778,0.25,0.2,0.1304,0.4375,0.3182,0.3158,0.25,0.2667,0.2105,0.3,0.3077,0,0.4167,0.3125,0.2632,0.5455,0.25,0.2222
"X54728.20..",0.2917,0.0857,0.1053,0,0.1304,0.2174,0.1333,0.0455,0.1,0.1667,0.1667,0.1,0.05,0.0714,0.1667,0.2917,0.1846,0.1316,0.0909,0.1379,0.1
"X54870.32..",0.32,0.2432,0.4737,0.3636,0.3333,0.4138,0.2,0.2727,0.3,0.2593,0.2333,0.2,0.225,0.3571,0.5,0.2222,0.2059,0.3846,0.1818,0.2667,0.3478
"X55135.35..",0.04,0.027,0.0526,0.1818,0.08,0.1,0.15,0,0,0.037,0.0333,0.1,0.075,0.0714,0,0.0741,0.0441,0.1026,0,0.1333,0
"X55487.31..",0.04,0.0541,0,0.0909,0.04,0,0.05,0.0455,0.1,0,0.1,0.05,0.05,0,0,0.037,0.0441,0.0256,0,0.0333,0.0435
"X55536.18..",0.5833,0.4865,0.4737,0.5455,0.5833,0.3667,0.55,0.5455,0.45,0.4444,0.4333,0.35,0.35,0.4286,0.3333,0.4444,0.3529,0.5,0.0909,0.5,0.3913
"X55648.17..",0,0.0571,0.0526,0,0,0.0385,0.0526,0,0,0.0385,0.0667,0.1,0.025,0.0833,0,0,0.0896,0.1579,0,0.0741,0.05
"X56337.36..",0,0.1622,0,0,0.16,0.069,0.05,0.0455,0,0.0741,0,0,0.075,0,0.2,0,0.0588,0.0541,0,0.0667,0
"X56767.22..",0,0.1081,0.1053,0,0.2,0.0667,0.05,0.0455,0.1,0.037,0.0667,0.1,0.075,0.0714,0,0.0741,0.0441,0.1282,0,0.0333,0
"X56941.41..",0.08,0,0.2632,0,0.04,0,0,0,0,0.0741,0,0,0.05,0.0714,0,0,0.0294,0,0,0,0
"X57019.32..",0,0.027,0,0,0,0,0.1,0,0.05,0.037,0,0,0.1,0.0714,0,0.037,0,0.0256,0.0909,0.0333,0
"X57111.47..",0.375,0.5676,0.4737,0.5455,0.4783,0.3333,0.45,0.5455,0.55,0.5556,0.2759,0.35,0.35,0.2857,0.25,0.2593,0.4706,0.4872,0.3636,0.4667,0.2727
"X57270.6..",0.2917,0.2703,0.2105,0.5,0.56,0.2593,0.5625,0.4286,0.3,0.2609,0.4333,0.4737,0.5,0.3846,0.6,0.4,0.3065,0.3684,0.4545,0.2759,0.3158
"X57337.50..",0.2609,0.4444,0.3158,0.5714,0.5909,0.4643,0.3125,0.4545,0.3,0.4545,0.4667,0.3158,0.5526,0.25,0.6667,0.25,0.3333,0.4,0.6364,0.5,0.4706
"X57442.14..",0.56,0.4,0.3684,0,0.4783,0.2667,0.25,0.5,0.15,0.3333,0.3,0.4,0.5,0.2857,0.5,0.2593,0.3088,0.3421,0.1818,0.3667,0.3478
"X57774.44..",0.1667,0.1351,0.1053,0,0.16,0.1,0.1,0.1364,0,0.1481,0,0.1,0.1,0.0714,0.2,0.0741,0.1324,0.0769,0.0909,0.0667,0.2609
"X57808.40..",0,0,0,0,0,0.0455,0.0833,0,0.05,0.05,0,0,0.075,0,0,0.0455,0.0152,0.0811,0,0,0
"X58212.16..",0.6,0.4,0.5263,0.3636,0.6818,0.4667,0.5,0.5,0.55,0.4815,0.5,0.25,0.4,0.3571,0.3333,0.5556,0.4412,0.4474,0.5455,0.4667,0.4348
"X58262.61..",0,0,0.3158,0,0.0435,0,0,0,0.05,0,0.0333,0,0.025,0,0,0,0,0,0,0.0333,0
"X58470.69..",0.1364,0.1765,0.0526,0.1111,0.2609,0.0714,0.0667,0.2857,0.15,0.125,0.3333,0.0556,0.3158,0.2308,0.2,0.1481,0.1429,0.1892,0.3636,0.375,0.2778
"X58537.40..",0.32,0.2162,0.2105,0.1818,0.2917,0.2667,0.3,0.3182,0.35,0.2593,0.0667,0.1579,0.4615,0.1429,0,0.3704,0.194,0.1842,0.3636,0.2,0.2609
"X58572.40..",0.4,0.1622,0.0526,0.0909,0.32,0.2,0.25,0.2727,0.3,0.2963,0.1667,0.1,0.15,0.0714,0.5,0.3333,0.25,0.2368,0.0909,0.3333,0.2273
"X58740.25..",0.1304,0.0667,0.1053,0,0.08,0.12,0.0588,0,0.05,0,0,0.05,0.075,0,0,0.0769,0.0615,0.1892,0.0909,0.069,0
"X59238.39..",0.2,0.4571,0.2632,0.3636,0.4,0.3667,0.25,0.5455,0.4,0.2692,0.3,0.45,0.2308,0.2857,0.6667,0.1852,0.4118,0.1795,0.3636,0.4138,0.3043
"X59259.62..",0.28,0.027,0.0526,0.1818,0.24,0.1,0.05,0,0.1,0.2593,0.0667,0.05,0.05,0,0.1667,0.2222,0.0882,0.1282,0.0909,0.1,0.087
"X59693.39..",0.48,0.4483,0.2353,0.4,0.56,0.28,0.3333,0.3684,0.2941,0.2963,0.3103,0,0.4324,0.7143,0.5,0.3077,0.3438,0.3235,0.3636,0.1111,0.3889
"X59754.52..",0.72,0.6216,0.6316,0.5455,0.56,0.5667,0.6,0.5,0.3,0.4074,0.5333,0.6,0.55,0.3571,0.3333,0.4815,0.5441,0.6053,0.6364,0.5667,0.6957
"X60134.46..",0.375,0.4375,0.4211,0.3333,0.32,0.4286,0.25,0.2727,0.35,0.5,0.3,0.2632,0.075,0,0.25,0.32,0.3582,0.25,0.4545,0.3448,0.4737
"X60175.30..",0.44,0.4722,0.2632,0.3636,0.68,0.4333,0.3,0.2727,0.55,0.4444,0.4333,0.6,0.65,0.5,0.3333,0.6667,0.5882,0.6667,0.4545,0.4667,0.2609
"X61474.68..",0.2174,0.1944,0.0526,0.25,0.2,0.1852,0.0556,0.0909,0.2,0.2083,0.2333,0.1,0.3077,0.3077,0,0.1111,0.1515,0.0526,0.1818,0.1034,0.1
"X61571.68..",0,0.027,0,0,0.04,0,0.05,0.0455,0.05,0.037,0.1,0,0.05,0,0,0.037,0.0294,0,0,0.0333,0
"X62058.20..",0.08,0.0541,0.2105,0.0909,0.12,0,0.15,0.0909,0.1,0.2593,0.2,0.15,0.15,0.1429,0.3333,0.0741,0.0294,0.0769,0.3636,0.1667,0.2174
"X62151.55..",0,0,0,0.0909,0,0.04,0.0556,0,0,0.0385,0,0,0.025,0,0.2,0.04,0.0152,0.1429,0,0,0
"X62347.22..",0.04,0.0811,0.0526,0.0909,0,0.0333,0,0.1364,0.15,0,0.0333,0,0.025,0.0714,0,0,0.0147,0,0,0.0333,0.0435
"X62432.28..",0,0,0.2105,0,0,0,0,0,0,0.0741,0,0.15,0,0,0.2,0,0,0,0,0,0.0526
"X62532.22..",0.44,0.4865,0.4211,0.0909,0.52,0.3667,0.65,0.6364,0.3,0.4815,0.5333,0.45,0.425,0.4286,0,0.4444,0.3971,0.4103,0.5455,0.3667,0.3478
"X62592.22..",0.16,0,0.1053,0.1818,0.2174,0.1333,0.1,0.0455,0.05,0.037,0.0333,0.1,0.075,0.0714,0.3333,0.0741,0.0735,0.0263,0.1818,0.1,0.087
"X62886.57..",0.6,0.4857,0.6316,0.5455,0.3913,0.5333,0.2,0.3182,0.65,0.4074,0.3667,0.65,0.45,0.5,0.5,0.5556,0.5882,0.6579,0.5455,0.8333,0.5217
"X62973.26..",0.64,0.3514,0.6316,0.7273,0.72,0.3667,0.6,0.4762,0.5,0.3704,0.2333,0.45,0.5,0.3571,0.6667,0.4815,0.5,0.5641,0.3636,0.6333,0.3913
"X63249.65..",0,0.0286,0.0526,0.0909,0.04,0.0385,0.0526,0,0,0.12,0.0667,0.15,0.125,0,0,0.1111,0,0.0769,0.0909,0,0.05
"X63897.62..",0,0,0.0526,0.1111,0.0435,0,0,0.1364,0,0.04,0.2,0.0526,0.025,0,0,0.0385,0.0597,0.0286,0,0,0
"X64087.63..",0.4167,0.1351,0.1579,0.2727,0.28,0.2,0.3,0.1818,0.1,0.1111,0.1,0.15,0.05,0.1429,0.1667,0.1852,0.2353,0.2632,0.0909,0.1667,0.3043
"X64351.21..",0.12,0.0541,0.1579,0.2727,0.2,0.1,0.15,0.2273,0.1,0.0741,0.1,0.1,0.1,0.1429,0.3333,0.1852,0.0735,0.1026,0.0909,0.1,0.0435
"X64796.12..",0.16,0.1143,0.0625,0.0909,0.0417,0.1,0.15,0.2273,0.1053,0.1154,0.0667,0.1,0.0513,0,0,0.2308,0.1324,0.1538,0.1818,0.0333,0.1818
"X64879.50..",0.04,0.0556,0.0526,0,0.08,0,0.05,0.1818,0,0.037,0.0333,0.05,0.075,0.1429,0.1667,0.0741,0.0294,0.0769,0,0.0333,0
"X65423.45..",0.28,0.4324,0.3684,0.3636,0.5,0.6667,0.7,0.3182,0.5,0.4074,0.4667,0.4,0.375,0.5,0.5,0.3704,0.3971,0.3846,0.7273,0.4333,0.3478
"X65812.7..",0.1364,0,0.0556,0,0.087,0.0741,0.0526,0.0455,0.05,0.04,0.1,0.2222,0.025,0,0,0.04,0.0455,0.0294,0,0.0667,0.1667
"X66185.33..",0.3043,0.3939,0.7895,0,0.5652,0.3333,0.4118,0.5238,0.45,0.3478,0.5,0.3,0.425,0.5,0.4,0.4444,0.4179,0.6,0.4545,0.3571,0.4211
"X66227.36..",0.32,0.4324,0.2105,0.0909,0.2917,0.4333,0.2,0.3182,0.4,0.2222,0.2,0.25,0.275,0.5,0.5,0.2222,0.3676,0.2564,0.0909,0.3103,0.1739
"X66599.9..",0,0.027,0,0.0909,0.08,0.0667,0.05,0.0909,0.05,0,0,0.15,0,0.1429,0,0.037,0.0294,0.0256,0.1818,0.0667,0
"X66844.14..",0,0,0,0,0.087,0.0333,0,0,0,0,0.0667,0,0,0.0714,0,0,0,0.0256,0.0909,0.0345,0.0455
"X66940.10..",0,0.027,0.1579,0.0909,0.08,0.1333,0,0.1364,0.05,0.037,0.1,0.2,0,0,0.1667,0.037,0.0147,0.0256,0,0.0667,0
"X67257.45..",0,0.0286,0,0,0.0435,0.0333,0,0.0455,0.05,0.0741,0.0333,0,0.1,0,0,0.1154,0.0152,0.0789,0,0,0.0455
"X67653.51..",0.2,0.3056,0.4211,0.4545,0.3333,0.3333,0.35,0.2727,0.25,0.3333,0.2667,0.3,0.425,0.2143,0,0.2593,0.4412,0.4324,0.1818,0.3333,0.3043
"X67905.68..",0,0.0857,0.0526,0,0,0.0345,0,0.0455,0,0,0,0.1053,0,0,0,0.037,0.0294,0,0,0.069,0
"X67950.41..",0.28,0.2973,0.5263,0.5455,0.32,0.3667,0.3,0.5,0.15,0.4074,0.3,0.45,0.325,0.3571,0.3333,0.2593,0.4412,0.4359,0.5455,0.3448,0.2609
"X68139.15..",0.2083,0.2162,0.3684,0.3636,0.12,0.0667,0,0.2727,0.2,0.3333,0.1667,0.1,0.375,0.2857,0.3333,0.1481,0.2353,0.3158,0.2727,0.1667,0.2273
"X68323.55..",0.12,0.027,0,0,0.08,0.0667,0,0.0909,0.2,0.037,0.0667,0,0.025,0.3571,0.1667,0.0741,0.0735,0,0.1818,0.1724,0.0435
"X68482.24..",0.04,0.027,0.1053,0,0,0.0333,0.05,0.0455,0,0.1481,0.0333,0.1,0.1,0.0714,0,0,0.0147,0.0769,0,0.0333,0
"X68731.36..",0,0,0.1053,0,0.04,0,0,0.0455,0,0,0.0667,0.25,0,0,0,0,0.0294,0,0,0,0
"X68763.33..",0.24,0.2857,0.2632,0.0909,0.12,0.2333,0.2,0.2857,0.1,0.2963,0.1667,0.1,0.15,0.4286,0,0.2963,0.1912,0.1579,0,0.1333,0.2609
"X69337.23..",0.08,0.2703,0.4211,0.1818,0.24,0.5,0.15,0.1364,0.2,0.2222,0.1,0.2,0.175,0.2857,0.1667,0.2593,0.3676,0.3846,0.2727,0.3667,0.087
"X69583.10..",0.8333,0.9459,1,0.7273,0.9167,0.8621,0.7895,1,0.9,0.7917,0.9333,0.9,0.9,1,1,0.913,0.9848,1,1,1,0.6364
"X69677.22..",0,0.0278,0,0,0,0,0.05,0,0,0.0741,0,0.1,0,0.0769,0,0.037,0,0.0769,0,0,0
"X70076.62..",0.3333,0.3611,0.2632,0.3636,0.4583,0.4667,0.3,0.4286,0.6,0.5556,0.4,0.35,0.3,0.3846,0.1667,0.2593,0.3824,0.4595,0.4545,0.5,0.4091
"X70242.62..",0.12,0.0811,0.1053,0,0.08,0.0333,0,0.0455,0.1,0.0741,0.0333,0.05,0.075,0.0714,0.1667,0.1481,0.0588,0.0256,0.2727,0,0
"X70291.59..",0.125,0.2,0.1579,0.1111,0.087,0.24,0.1053,0.1364,0.05,0.037,0.1,0.05,0.15,0.0714,0.25,0.1852,0.0896,0,0.1818,0.0667,0.1429
"X70538.18..",0.08,0.1351,0.0526,0,0.04,0.0667,0.1,0.1364,0,0.1111,0.1,0.05,0.075,0,0,0.0741,0.0588,0,0,0.1333,0
"X71036.58..",0.2,0.1351,0.0526,0.3636,0.32,0.2333,0.4,0.0909,0.15,0.2593,0.1333,0.05,0.35,0.1429,0.1667,0.2963,0.2206,0.2051,0.0909,0.2333,0.1739
"X71425.28..",0.44,0.2703,0.5263,0.7273,0.375,0.1333,0.45,0.4091,0.35,0.4074,0.2667,0.4,0.425,0.3571,0.5,0.4074,0.2647,0.4359,0.4545,0.3333,0.4783
"X71875.6..",0.16,0.1892,0.1579,0,0.16,0.0667,0.05,0.1364,0.2,0.1111,0.2333,0.1,0.25,0.0714,0.1667,0.2593,0.1471,0.2051,0.0909,0.1379,0.1304
"X72454.22..",0.48,0.4054,0.3158,0.4545,0.6,0.4,0.4,0.6818,0.55,0.3333,0.4667,0.5,0.45,0.3571,0.6667,0.5556,0.4853,0.5385,0.3636,0.6207,0.3043
"X72788.41..",0.76,0.6216,0.5263,0.5455,0.64,0.4333,0.45,0.3636,0.6,0.5185,0.3667,0.6,0.475,0.6429,0.5,0.4815,0.6029,0.5385,0.5455,0.5333,0.6087
"X73130.42..",0.16,0.1081,0.1579,0.0909,0.08,0.1333,0.2,0.0909,0.2,0.1481,0.1,0.1,0.1,0.2143,0.1667,0.1111,0.1176,0.1795,0,0.1,0.0435
"X73402.23..",0.0417,0.0833,0.0526,0.1667,0.12,0.0385,0,0,0.1,0.0455,0.1333,0.15,0.075,0.2143,0,0.0769,0.0746,0.0263,0.1818,0.069,0
"X73720.36..",0.0417,0.0303,0.1053,0,0.08,0.0345,0.125,0.0455,0,0.12,0,0.1,0,0.0714,0,0.04,0.0769,0.0789,0,0.1071,0.0526
"X73921.48..",0.125,0.1622,0.0526,0.0909,0.24,0.2667,0.25,0.0909,0.05,0.1481,0.1667,0.15,0.25,0.1429,0,0.1111,0.1471,0.1282,0,0.2414,0.2174
"X73993.41..",0.25,0.4324,0.6316,0.4545,0.24,0.5333,0.4,0.4091,0.5,0.4074,0.3,0.55,0.3,0.5,0.5,0.2963,0.3676,0.4103,0.2727,0.4333,0.3478
"X74861.27..",0.3333,0.4444,0.3158,0.5,0.44,0.28,0.5882,0.4091,0.15,0.4,0.4,0.3,0.275,0.5714,0.4,0.3077,0.2687,0.3333,0.1818,0.3333,0.4706
"X74924.25..",0.3478,0.4848,0.1579,0.75,0.8182,0.3704,0.6316,0.5455,0.5,0.6,0.6333,0.5556,0.4,0.5,0.8,0.5385,0.4328,0.4595,0.4545,0.4138,0.2941
"X75695.24..",0.4,0.2432,0.3158,0.4545,0.24,0.4,0.35,0.4091,0.35,0.4444,0.2667,0.3,0.4,0.1429,0.1667,0.3333,0.3382,0.3077,0.5455,0.4667,0.4783
"X75792.9..",0.4,0.2973,0.2105,0.2727,0.08,0.1667,0.2,0.1364,0.05,0.2222,0.3333,0.05,0.175,0.2143,0.1667,0.2222,0.1618,0.1282,0.0909,0.1333,0.1739
"X75973.21..",0.16,0.1351,0.4211,0.1818,0.28,0.2333,0.05,0.0455,0.1,0.0741,0.2333,0.2,0.1,0.0714,0,0.0741,0.1324,0.0769,0.2727,0.0667,0.1739
"X76323.31..",0.0435,0.027,0,0.125,0,0.1,0,0.0455,0.2,0.1154,0.1,0.1,0.025,0.0714,0,0.0741,0.0896,0,0.0909,0.0333,0.05
"X77304.17..",0.4583,0.2973,0.3684,0.5,0.5,0.3103,0.4,0.5,0.35,0.4815,0.2667,0.3684,0.425,0.3571,0.1667,0.4231,0.3529,0.4359,0.1818,0.3793,0.4762
"X77607.34..",0.04,0.027,0.2632,0.3636,0.16,0.0333,0.05,0.0909,0,0.1111,0.0667,0.15,0.025,0,0.1667,0.0741,0.1029,0.0256,0,0.0333,0.0435
"X77830.21..",0,0,0,0.0909,0,0.0667,0.05,0,0,0.0741,0,0,0,0.0714,0,0.037,0.0147,0.0256,0,0.0333,0
"X77888.40..",0,0.1081,0.0526,0.0909,0,0.1333,0,0.1818,0.05,0.037,0.0333,0.3684,0.1,0,0.1667,0.037,0.0294,0,0.0909,0.0667,0.0476
"X77945.14..",0.3478,0.0588,0.1053,0,0.2609,0.087,0.0625,0.0909,0.15,0.28,0.1333,0.15,0.125,0.2308,0.25,0.2,0.1231,0.1842,0.0909,0.2069,0.05
"X78040.56..",0.04,0,0,0,0.04,0,0.1,0.1364,0.05,0.0741,0.0667,0.1,0.025,0.1429,0.1667,0.037,0.0735,0.0513,0.0909,0.0667,0.0435
"X78279.34..",0.125,0.1351,0.0526,0,0.1667,0.2,0.3,0.4545,0.25,0.037,0.1333,0.1,0.2,0,0,0.2593,0.1618,0.2308,0.2727,0.1,0.1739
"X78737.65..",0,0.1515,0.0526,0,0.04,0,0,0,0.05,0.0476,0,0.1,0,0.1667,0,0,0.0303,0.0263,0,0,0
"X79256.16..",0.24,0.2703,0.2105,0.1818,0.12,0.1333,0.2,0.4091,0.35,0.1852,0.2667,0.3,0.175,0.1429,0.3333,0.0741,0.25,0.3333,0.2727,0.3,0.2174
"X79674.26..",0,0.1944,0.4737,0.1,0.1667,0.0345,0.05,0.1364,0.1,0.037,0.1,0.05,0.075,0.0714,0.4,0.037,0.1324,0.0526,0.0909,0.2069,0.15
"X79760.57..",0,0,0.0526,0,0,0.0333,0.05,0.0909,0,0,0.0333,0.1,0.075,0,0,0,0.0147,0,0.0909,0.0667,0
"X80574.15..",0.08,0.2571,0.1053,0,0.0417,0.1333,0.05,0.3182,0.15,0,0.0333,0.05,0.2,0,0,0,0.1029,0.0526,0,0.1,0
"X80744.51..",0.2,0.5714,0.3684,0.4545,0.4783,0.4,0.5,0.4762,0.4,0.4444,0.4333,0.35,0.325,0.2143,0.3333,0.5185,0.4412,0.5263,0.4545,0.6,0.3478
"X80888.36..",0.32,0.1892,0.4211,0.2727,0.2,0.3103,0.15,0.3636,0.3,0.2963,0.1667,0.15,0.175,0.2143,0,0.2963,0.2353,0.3846,0.3636,0.1333,0.2609
"X80925.17..",0.1667,0.1351,0.1053,0.1818,0.16,0.1333,0.1,0.4091,0.2,0.2593,0.1667,0.25,0.175,0.2143,0.4,0.2963,0.3529,0.2564,0.2727,0.3,0.1364
"X81123.26..",0.2917,0.2222,0.3684,0.3636,0.25,0.3667,0.25,0.1364,0.3,0.2222,0.3333,0.25,0.225,0.2143,0.1667,0.2593,0.2941,0.3421,0.1,0.2,0.3478
"X81737.47..",0.2,0.2703,0,0,0.24,0.0333,0.15,0.0455,0.05,0.0741,0.1,0.05,0.05,0,0.4,0.1481,0.0882,0.0769,0.1818,0,0
"X82596.56..",0.16,0.2162,0,0.0909,0.16,0.0333,0.05,0.0909,0.05,0.1852,0.1667,0.05,0.25,0.1429,0,0.1852,0.1029,0.1351,0.0909,0.069,0.1304
"X82993.36..",0.4,0.5135,0.1579,0,0.28,0.2333,0.25,0.4762,0.25,0.4444,0.0667,0.25,0.3,0.3571,0.1667,0.4444,0.2647,0.3846,0.3636,0.2,0.2609
"X83090.23..",0.12,0.2432,0.2105,0.2727,0.24,0.3,0.25,0.3636,0.35,0.2963,0.1667,0.2,0.225,0.0714,0.2,0.2222,0.2647,0.4474,0.1818,0.2333,0.1304
"X83149.10..",0.2083,0.1143,0.1579,0.25,0.44,0.1923,0.0526,0.2273,0.25,0.2692,0.2759,0.1,0.175,0.3846,0,0.2692,0.2388,0.1842,0.4545,0.2333,0.1667
"X83235.27..",0.1304,0.0857,0.2105,0.2222,0.3913,0.3333,0.0526,0.3182,0.15,0.0769,0.2667,0.25,0.125,0.1429,0,0.1852,0.25,0.1316,0.0909,0.2963,0.3
"X83289.28..",0.0417,0.0541,0,0,0.12,0.069,0.1053,0.0455,0,0,0.0667,0,0.075,0.0714,0.1667,0.0741,0.0882,0.0256,0,0,0.0476
"X84237.60..",0.125,0.0278,0.1053,0.1111,0.04,0.0357,0.0625,0.1818,0.15,0.1538,0.0333,0,0.15,0.1429,0,0.0385,0.0597,0,0,0.1379,0.0952
"X84359.36..",0.16,0.5405,0.2632,0.2727,0.32,0.2333,0.25,0.2727,0.3,0.1852,0.3,0.35,0.45,0.2143,0,0.4815,0.3529,0.3846,0.3636,0.1667,0.2609
"X84675.67..",0.08,0.2162,0.2632,0.1818,0.44,0.1,0.2,0.3182,0.2,0.1111,0.3333,0.2,0.075,0.3571,0,0.1111,0.2794,0.1538,0.1818,0.1667,0.1739
"X85902.54..",0.04,0.0286,0.1053,0,0.0833,0,0.2,0.1364,0.05,0.037,0.1667,0.15,0.175,0.0714,0,0.0741,0.0735,0.1282,0,0,0.0476
"X86523.47..",0.24,0.2432,0,0.1818,0.08,0.0333,0.2,0.0455,0.05,0.1481,0.1667,0.15,0.125,0,0.1667,0.0741,0.1029,0.1282,0.1818,0.1,0.0435
"X86653.28..",0.1739,0.5294,0.2105,0.625,0.4583,0.4138,0.4211,0.5455,0.25,0.5,0.3333,0.45,0.35,0.4615,0.6,0.7037,0.2836,0.5135,0.4545,0.3846,0.4
"X87116.7..",0,0.0286,0,0,0.0435,0,0.1176,0,0.05,0,0,0.05,0.1,0.0833,0,0.0417,0.0299,0.0811,0,0,0.1579
"X87544.39..",0.24,0.2703,0.3684,0.1818,0.28,0.4667,0.25,0.3182,0.35,0.4444,0.2667,0.2,0.3,0.2857,0.1667,0.2593,0.25,0.2308,0.3636,0.3667,0.3043
"X87777.17..",0.32,0.3243,0.3684,0.3636,0.32,0.1667,0.4,0.4545,0.4,0.4074,0.2,0.55,0.3,0.1429,0.3333,0.3333,0.2941,0.359,0.2727,0.4483,0.3913
"X87859.58..",0.04,0.0278,0.2105,0,0.08,0.0333,0,0.0909,0,0.037,0.0333,0.05,0,0.0714,0,0,0.0147,0.0256,0.0909,0.1,0
"X87918.25..",0,0,0.0526,0.25,0,0.069,0.05,0,0.05,0.037,0.1,0.05,0,0,0,0.1481,0.0615,0.1316,0,0.0667,0
"X88065.22..",0.16,0.3514,0.2632,0.2,0.28,0.2333,0.35,0.5,0.35,0.2593,0.2667,0.15,0.4,0.3571,0.3333,0.3846,0.3088,0.4359,0.2727,0.3,0.3182
"X88634.10..",0.2,0.2973,0.1579,0.3636,0.36,0.3,0.4,0.3636,0.1,0.3333,0.2667,0.3158,0.2,0.2857,0.5,0.2593,0.2353,0.2895,0.2727,0.1,0.1429
"X89283.53..",0,0.0645,0,0,0.0833,0.087,0,0.0909,0.1,0.0417,0.0667,0.2,0.025,0.0833,0,0.0833,0.0746,0.0263,0,0.0714,0
"X89363.6..",0.0417,0.2432,0.0526,0.1111,0.1304,0.1071,0.1053,0,0.05,0.125,0.0667,0.15,0.15,0,0.1667,0.1852,0.0735,0.0833,0.0909,0.0333,0
"X89534.46..",0.4,0.4857,0.4737,0.5455,0.5909,0.4,0.55,0.5455,0.4,0.4815,0.6,0.3333,0.525,0.6429,0.6667,0.5556,0.5441,0.3947,0.5455,0.4333,0.381
"X90973.50..",0.0833,0.0857,0.2632,0,0,0.1,0.0526,0.2727,0.1,0.0741,0.0667,0.1,0.125,0,0,0.1111,0.1176,0.1053,0,0.1667,0.0952
"X91097.28..",0.48,0.4865,0.6842,0.6364,0.48,0.4,0.65,0.6364,0.4,0.4444,0.3667,0.7,0.5,0.2857,0.5,0.5185,0.4853,0.5385,0.2727,0.5333,0.3478
"X91277.49..",0.4,0.4324,0.2632,0.3636,0.36,0.4333,0.5,0.3636,0.3,0.1852,0.3,0.35,0.4,0.5714,0.1667,0.4444,0.3529,0.3077,0.4545,0.2333,0.2609
